Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
lp002772,male,no,0.0,graduate,no,2526,1783.0,145.0,360.0,1.0,rural,y
lp002776,female,no,0.0,graduate,no,5000,0.0,103.0,360.0,0.0,semiurban,n
lp002777,male,yes,0.0,graduate,no,2785,2016.0,110.0,360.0,1.0,rural,y
lp002778,male,yes,2.0,graduate,yes,6633,0.0,128.0,360.0,0.0,rural,n
lp002784,male,yes,1.0,not graduate,no,2492,2375.0,128.0,360.0,1.0,rural,y
lp002785,male,yes,1.0,graduate,no,3333,3250.0,158.0,360.0,1.0,urban,y
lp002788,male,yes,0.0,not graduate,no,2454,2333.0,181.0,360.0,0.0,urban,n
lp002789,male,yes,0.0,graduate,no,3593,4266.0,132.0,180.0,0.0,rural,n
lp002792,male,yes,1.0,graduate,no,5468,1032.0,26.0,360.0,1.0,semiurban,y
lp002794,female,no,0.0,graduate,no,2667,1625.0,84.0,360.0,1.0,urban,y
lp002795,male,yes,3.0,graduate,yes,10139,0.0,260.0,360.0,1.0,semiurban,y
lp002798,male,yes,0.0,graduate,no,3887,2669.0,162.0,360.0,1.0,semiurban,y
lp002804,female,yes,0.0,graduate,no,4180,2306.0,182.0,360.0,1.0,semiurban,y
lp002807,male,yes,2.0,not graduate,no,3675,242.0,108.0,360.0,1.0,semiurban,y
lp002813,female,yes,1.0,graduate,yes,19484,0.0,600.0,360.0,1.0,semiurban,y
lp002820,male,yes,0.0,graduate,no,5923,2054.0,211.0,360.0,1.0,rural,y
lp002821,male,no,0.0,not graduate,yes,5800,0.0,132.0,360.0,1.0,semiurban,y
lp002832,male,yes,2.0,graduate,no,8799,0.0,258.0,360.0,0.0,urban,n
lp002833,male,yes,0.0,not graduate,no,4467,0.0,120.0,360.0,1.0,rural,y
lp002836,male,no,0.0,graduate,no,3333,0.0,70.0,360.0,1.0,urban,y
lp002837,male,yes,3.0,graduate,no,3400,2500.0,123.0,360.0,0.0,rural,n
lp002840,female,no,0.0,graduate,no,2378,0.0,9.0,360.0,1.0,urban,n
lp002841,male,yes,0.0,graduate,no,3166,2064.0,104.0,360.0,0.0,urban,n
lp002842,male,yes,1.0,graduate,no,3417,1750.0,186.0,360.0,1.0,urban,y
lp002847,male,yes,0.0,graduate,no,5116,1451.0,165.0,360.0,0.0,urban,n
lp002855,male,yes,2.0,graduate,no,16666,0.0,275.0,360.0,1.0,urban,y
lp002862,male,yes,2.0,not graduate,no,6125,1625.0,187.0,480.0,1.0,semiurban,n
lp002863,male,yes,3.0,graduate,no,6406,0.0,150.0,360.0,1.0,semiurban,n
lp002868,male,yes,2.0,graduate,no,3159,461.0,108.0,84.0,1.0,urban,y
lp002872,male,yes,0.0,graduate,no,3087,2210.0,136.0,360.0,0.0,semiurban,n
lp002874,male,no,0.0,graduate,no,3229,2739.0,110.0,360.0,1.0,urban,y
lp002877,male,yes,1.0,graduate,no,1782,2232.0,107.0,360.0,1.0,rural,y
lp002888,male,no,0.0,graduate,no,3182,2917.0,161.0,360.0,1.0,urban,y
lp002892,male,yes,2.0,graduate,no,6540,0.0,205.0,360.0,1.0,semiurban,y
lp002893,male,no,0.0,graduate,no,1836,33837.0,90.0,360.0,1.0,urban,n
lp002894,female,yes,0.0,graduate,no,3166,0.0,36.0,360.0,1.0,semiurban,y
lp002898,male,yes,1.0,graduate,no,1880,0.0,61.0,360.0,1.0,rural,n
lp002911,male,yes,1.0,graduate,no,2787,1917.0,146.0,360.0,0.0,rural,n
lp002912,male,yes,1.0,graduate,no,4283,3000.0,172.0,84.0,1.0,rural,n
lp002916,male,yes,0.0,graduate,no,2297,1522.0,104.0,360.0,1.0,urban,y
lp002917,female,no,0.0,not graduate,no,2165,0.0,70.0,360.0,1.0,semiurban,y
lp002925,male,no,0.0,graduate,no,4750,0.0,94.0,360.0,1.0,semiurban,y
lp002926,male,yes,2.0,graduate,yes,2726,0.0,106.0,360.0,0.0,semiurban,n
lp002928,male,yes,0.0,graduate,no,3000,3416.0,56.0,180.0,1.0,semiurban,y
lp002931,male,yes,2.0,graduate,yes,6000,0.0,205.0,240.0,1.0,semiurban,n
lp002933,male,no,3.0,graduate,yes,9357,0.0,292.0,360.0,1.0,semiurban,y
lp002936,male,yes,0.0,graduate,no,3859,3300.0,142.0,180.0,1.0,rural,y
lp002938,male,yes,0.0,graduate,yes,16120,0.0,260.0,360.0,1.0,urban,y
lp002940,male,no,0.0,not graduate,no,3833,0.0,110.0,360.0,1.0,rural,y
lp002941,male,yes,2.0,not graduate,yes,6383,1000.0,187.0,360.0,1.0,rural,n
lp002943,male,no,0.0,graduate,no,2987,0.0,88.0,360.0,0.0,semiurban,n
lp002945,male,yes,0.0,graduate,yes,9963,0.0,180.0,360.0,1.0,rural,y
lp002948,male,yes,2.0,graduate,no,5780,0.0,192.0,360.0,1.0,urban,y
lp002949,female,no,3.0,graduate,no,416,41667.0,350.0,180.0,1.0,urban,n
lp002950,male,yes,0.0,not graduate,no,2894,2792.0,155.0,360.0,1.0,rural,y
lp002953,male,yes,3.0,graduate,no,5703,0.0,128.0,360.0,1.0,urban,y
lp002958,male,no,0.0,graduate,no,3676,4301.0,172.0,360.0,1.0,rural,y
lp002959,female,yes,1.0,graduate,no,12000,0.0,496.0,360.0,1.0,semiurban,y
lp002960,male,yes,0.0,not graduate,no,2400,3800.0,128.0,180.0,1.0,urban,n
lp002961,male,yes,1.0,graduate,no,3400,2500.0,173.0,360.0,1.0,semiurban,y
lp002964,male,yes,2.0,not graduate,no,3987,1411.0,157.0,360.0,1.0,rural,y
lp002974,male,yes,0.0,graduate,no,3232,1950.0,108.0,360.0,1.0,rural,y
lp002978,female,no,0.0,graduate,no,2900,0.0,71.0,360.0,1.0,rural,y
lp002979,male,yes,3.0,graduate,no,4106,0.0,40.0,180.0,1.0,rural,y
lp002983,male,yes,1.0,graduate,no,8072,240.0,253.0,360.0,1.0,urban,y
lp002984,male,yes,2.0,graduate,no,7583,0.0,187.0,360.0,1.0,urban,y
lp002990,female,no,0.0,graduate,yes,4583,0.0,133.0,360.0,0.0,semiurban,n
LP002784,Male,Yes,1.0,Not Graduate,No,2492,2375.0,126.0,360.0,1.0,Rural,Y
LP001002,Male,No,0.0,Graduate,No,5849,0.0,126.0,360.0,1.0,Urban,Y
LP002401,Male,Yes,0.0,Graduate,No,2213,1125.0,126.0,360.0,1.0,Urban,Y
LP002778,Male,Yes,2.0,Graduate,Yes,6633,0.0,126.0,360.0,0.0,Rural,N
LP002393,Female,Yes,0.0,Graduate,No,10047,0.0,126.0,240.0,1.0,Semiurban,Y
LP001350,Male,Yes,0.0,Graduate,No,13650,0.0,126.0,360.0,1.0,Urban,Y
LP001392,Female,No,1.0,Graduate,Yes,7451,0.0,126.0,360.0,1.0,Semiurban,Y
LP001356,Male,Yes,0.0,Graduate,No,4652,3583.0,126.0,360.0,1.0,Semiurban,Y
LP002054,Male,Yes,2.0,Not Graduate,No,3601,1590.0,126.0,360.0,1.0,Rural,Y
LP001682,Male,Yes,3.0,Not Graduate,No,3992,0.0,126.0,180.0,1.0,Urban,N
LP001326,Male,No,0.0,Graduate,No,6782,0.0,126.0,360.0,1.0,Urban,N
LP001266,Male,Yes,1.0,Graduate,Yes,2395,0.0,126.0,360.0,1.0,Semiurban,Y
LP001449,Male,No,0.0,Graduate,No,3865,1640.0,126.0,360.0,1.0,Rural,Y
LP001106,Male,Yes,0.0,Graduate,No,2275,2067.0,126.0,360.0,1.0,Urban,Y
